id,body part
51258,11
51263,21
51243,12
51340,22
50172,13
50538,23
51329,24
51519,14
51297,51
51265,52
51264,53
51545,54
51242,41
51314,31
51225,42
51244,32
51232,43
51236,33
51298,44
51260,34
